phase,quantity,model,decision_type,metric,value,note
after,SIG,gemini,Overall,top1:n_pairs,195,default_params vs extracted
after,SIG,gemini,Overall,mae:p_value,8.888569209925517e-23,default_params vs extracted
after,SIG,gemini,Overall,mae:p_holm,1.066628305191062e-21,default_params vs extracted
after,SIG,gemini,Overall,mae:cliff_delta,0.4966995397764629,default_params vs extracted
after,SIG,gemini,Overall,mae:n_pairs,195,default_params vs extracted
after,SIG,gptoss,Overall,kendall_tau:p_value,4.982408454948704e-10,default_params vs extracted
after,SIG,gptoss,Overall,kendall_tau:p_holm,3.985926763958963e-09,default_params vs extracted
after,SIG,gptoss,Overall,kendall_tau:cliff_delta,-0.2176373684769901,default_params vs extracted
after,SIG,gptoss,Overall,kendall_tau:n_pairs,194,default_params vs extracted
after,SIG,gptoss,Overall,top1:p_value,1.323713885481864e-07,default_params vs extracted
after,SIG,gptoss,Overall,top1:p_holm,5.294855541927457e-07,default_params vs extracted
after,SIG,gptoss,Overall,top1:cliff_delta,-0.1318152832394516,default_params vs extracted
after,SIG,gptoss,Overall,top1:n_pairs,194,default_params vs extracted
after,SIG,gptoss,Overall,mae:p_value,1.444333254681302e-18,default_params vs extracted
after,SIG,gptoss,Overall,mae:p_holm,1.588766580149432e-17,default_params vs extracted
after,SIG,gptoss,Overall,mae:cliff_delta,0.4061802529493039,default_params vs extracted
after,SIG,gptoss,Overall,mae:n_pairs,194,default_params vs extracted
after,SIG,qwen,Overall,kendall_tau:p_value,6.657833777665511e-09,default_params vs extracted
after,SIG,qwen,Overall,kendall_tau:p_holm,3.994700266599307e-08,default_params vs extracted
after,SIG,qwen,Overall,kendall_tau:cliff_delta,-0.1947140039447732,default_params vs extracted
after,SIG,qwen,Overall,kendall_tau:n_pairs,195,default_params vs extracted
after,SIG,qwen,Overall,top1:p_value,3.882321239590474e-06,default_params vs extracted
after,SIG,qwen,Overall,top1:p_holm,7.764642479180948e-06,default_params vs extracted
after,SIG,qwen,Overall,top1:cliff_delta,-0.1055358316896778,default_params vs extracted
after,SIG,qwen,Overall,top1:n_pairs,195,default_params vs extracted
after,SIG,qwen,Overall,mae:p_value,2.726975529748005e-14,default_params vs extracted
after,SIG,qwen,Overall,mae:p_holm,2.454277976773204e-13,default_params vs extracted
after,SIG,qwen,Overall,mae:cliff_delta,0.3368047337278107,default_params vs extracted
after,SIG,qwen,Overall,mae:n_pairs,195,default_params vs extracted
after,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|EnergyCost,0.24774,
after,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|Environmental,0.24838,
after,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|Comfort,0.16834,
after,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|Practicality,0.2116,
after,NUMBERS:Table6_best_worst,best,gemini,Direct_LLM_Scoring|Overall,0.219,
after,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|EnergyCost,0.25812,
after,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|Environmental,0.2924,
after,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|Comfort,0.18314,
after,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|Practicality,0.2307,
after,NUMBERS:Table6_best_worst,worst,gptoss,Direct_LLM_Scoring|Overall,0.24106,
after,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|EnergyCost,0.17686,
after,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|Environmental,0.16548,
after,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|Comfort,0.14004,
after,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|Practicality,0.15112,
after,NUMBERS:Table6_best_worst,best,gemini,Example-Guided_LLM_Scoring|Overall,0.15838,
after,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|EnergyCost,0.19752,
after,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Environmental,0.19466,
after,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Comfort,0.19306,
after,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Practicality,0.18888,
after,NUMBERS:Table6_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Overall,0.19354,
after,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|EnergyCost,0.06834,
after,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Environmental,0.08116,
after,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Comfort,0.00892,
after,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Practicality,0.02082,
after,NUMBERS:Table6_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Overall,0.04484,
after,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|EnergyCost,0.1115,
after,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Environmental,0.14984,
after,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Comfort,0.009,
after,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Practicality,0.0168,
after,NUMBERS:Table6_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Overall,0.07178,
after,NUMBERS:Table7_best_worst,best,gptoss,Direct_LLM_Scoring|HVAC_tau,0.13524,
after,NUMBERS:Table7_best_worst,best,gptoss,Direct_LLM_Scoring|HVAC_Top-1,0.39714,
after,NUMBERS:Table7_best_worst,worst,deepseek,Direct_LLM_Scoring|HVAC_tau,-0.1021,
after,NUMBERS:Table7_best_worst,worst,deepseek,Direct_LLM_Scoring|HVAC_Top-1,0.19788,
after,NUMBERS:Table7_best_worst,best,deepseek,Direct_LLM_Scoring|Appliance_tau,0.02934,
after,NUMBERS:Table7_best_worst,best,deepseek,Direct_LLM_Scoring|Appliance_Top-1,0.31706,
after,NUMBERS:Table7_best_worst,worst,gptoss,Direct_LLM_Scoring|Appliance_tau,-0.14666,
after,NUMBERS:Table7_best_worst,worst,gptoss,Direct_LLM_Scoring|Appliance_Top-1,0.2677,
after,NUMBERS:Table7_best_worst,best,gemini,Direct_LLM_Scoring|Shower_tau,0.63334,
after,NUMBERS:Table7_best_worst,best,gemini,Direct_LLM_Scoring|Shower_Top-1,0.61,
after,NUMBERS:Table7_best_worst,worst,qwen,Direct_LLM_Scoring|Shower_tau,0.06888,
after,NUMBERS:Table7_best_worst,worst,qwen,Direct_LLM_Scoring|Shower_Top-1,0.34334,
after,NUMBERS:Table7_best_worst,best,gptoss,Example-Guided_LLM_Scoring|HVAC_tau,0.26474,
after,NUMBERS:Table7_best_worst,best,gptoss,Example-Guided_LLM_Scoring|HVAC_Top-1,0.46856,
after,NUMBERS:Table7_best_worst,worst,gemini,Example-Guided_LLM_Scoring|HVAC_tau,-0.11622,
after,NUMBERS:Table7_best_worst,worst,gemini,Example-Guided_LLM_Scoring|HVAC_Top-1,0.15284,
after,NUMBERS:Table7_best_worst,best,deepseek,Example-Guided_LLM_Scoring|Appliance_tau,0.41744,
after,NUMBERS:Table7_best_worst,best,deepseek,Example-Guided_LLM_Scoring|Appliance_Top-1,0.70152,
after,NUMBERS:Table7_best_worst,worst,gptoss,Example-Guided_LLM_Scoring|Appliance_tau,-0.0482,
after,NUMBERS:Table7_best_worst,worst,gptoss,Example-Guided_LLM_Scoring|Appliance_Top-1,0.30462,
after,NUMBERS:Table7_best_worst,best,gemini,Example-Guided_LLM_Scoring|Shower_tau,0.76668,
after,NUMBERS:Table7_best_worst,best,gemini,Example-Guided_LLM_Scoring|Shower_Top-1,0.79334,
after,NUMBERS:Table7_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Shower_tau,0.24,
after,NUMBERS:Table7_best_worst,worst,qwen,Example-Guided_LLM_Scoring|Shower_Top-1,0.47,
after,NUMBERS:Table7_best_worst,best,gemini,LLM-Parameterized_Reference_Scoring|HVAC_tau,0.97716,
after,NUMBERS:Table7_best_worst,best,gemini,LLM-Parameterized_Reference_Scoring|HVAC_Top-1,0.96568,
after,NUMBERS:Table7_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|HVAC_tau,0.8813,
after,NUMBERS:Table7_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|HVAC_Top-1,0.87366,
after,NUMBERS:Table7_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Appliance_tau,0.9754,
after,NUMBERS:Table7_best_worst,best,deepseek,LLM-Parameterized_Reference_Scoring|Appliance_Top-1,0.9846,
after,NUMBERS:Table7_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Appliance_tau,0.90562,
after,NUMBERS:Table7_best_worst,worst,qwen,LLM-Parameterized_Reference_Scoring|Appliance_Top-1,0.92926,
after,NUMBERS:Table7_best_worst,best,qwen,LLM-Parameterized_Reference_Scoring|Shower_tau,0.85112,
after,NUMBERS:Table7_best_worst,best,qwen,LLM-Parameterized_Reference_Scoring|Shower_Top-1,0.89,
after,NUMBERS:Table7_best_worst,worst,deepseek,LLM-Parameterized_Reference_Scoring|Shower_tau,0.78668,
after,NUMBERS:Table7_best_worst,worst,deepseek,LLM-Parameterized_Reference_Scoring|Shower_Top-1,0.81,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|cost_usd,0.014772,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|tokens_in_per_run,411171.0,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|tokens_out_per_run,81893.8,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|tokens_per_scenario,2528.537436,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Direct_LLM_Scoring|calls_per_scenario,3.0,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|cost_usd,0.014824,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|tokens_in_per_run,397207.8,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|tokens_out_per_run,85274.6,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|tokens_per_scenario,2474.268718,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,Example-Guided_LLM_Scoring|calls_per_scenario,3.0,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|cost_usd,0.003944,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|tokens_in_per_run,98635.0,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|tokens_out_per_run,24093.4,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|tokens_per_scenario,629.37641,
after,NUMBERS:Table8_cost_per_run,GPT-OSS,Overall,LLM-Parameterized_Reference_Scoring|calls_per_scenario,1.0,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|cost_usd,0.043468,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|tokens_in_per_run,401484.2,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|tokens_out_per_run,22130.4,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|tokens_per_scenario,2172.382564,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Direct_LLM_Scoring|calls_per_scenario,3.0,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|cost_usd,0.041869,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|tokens_in_per_run,385380.0,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|tokens_out_per_run,22208.0,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|tokens_per_scenario,2090.194872,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,Example-Guided_LLM_Scoring|calls_per_scenario,3.0,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|cost_usd,0.011945,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|tokens_in_per_run,98185.0,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|tokens_out_per_run,14175.2,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|tokens_per_scenario,576.206154,
after,NUMBERS:Table8_cost_per_run,Qwen,Overall,LLM-Parameterized_Reference_Scoring|calls_per_scenario,1.0,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|cost_usd,0.176176,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|tokens_in_per_run,372390.6,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|tokens_out_per_run,295335.8,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|tokens_per_scenario,3424.237949,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Direct_LLM_Scoring|calls_per_scenario,2.987692,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|cost_usd,0.059717,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|tokens_in_per_run,363366.0,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|tokens_out_per_run,21061.8,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|tokens_per_scenario,1971.424615,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,Example-Guided_LLM_Scoring|calls_per_scenario,3.0,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|cost_usd,0.018859,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|tokens_in_per_run,97945.4,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|tokens_out_per_run,12253.8,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|tokens_per_scenario,565.124103,
after,NUMBERS:Table8_cost_per_run,DeepSeek,Overall,LLM-Parameterized_Reference_Scoring|calls_per_scenario,1.0,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|cost_usd,0.382827,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|tokens_in_per_run,390189.4,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|tokens_out_per_run,24049.4,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|tokens_per_scenario,2124.301538,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Direct_LLM_Scoring|calls_per_scenario,3.0,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|cost_usd,0.474014,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|tokens_in_per_run,377818.2,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|tokens_out_per_run,50840.0,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|tokens_per_scenario,2198.247179,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,Example-Guided_LLM_Scoring|calls_per_scenario,3.0,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|cost_usd,0.128927,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|tokens_in_per_run,98596.0,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|tokens_out_per_run,14661.4,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|tokens_per_scenario,580.807179,
after,NUMBERS:Table8_cost_per_run,Gemini,Overall,LLM-Parameterized_Reference_Scoring|calls_per_scenario,1.0,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,alternate_embedding_k3|kendall_tau,0.346253,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,alternate_embedding_k3|score_mae,0.08763,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,alternate_embedding_k3|score_rmse,0.098446,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,control_k3|kendall_tau,0.488745,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,control_k3|score_mae,0.088439,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,control_k3|score_rmse,0.098408,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,descriptions_no_scores_ranks|kendall_tau,0.073252,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,descriptions_no_scores_ranks|score_mae,0.131163,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,descriptions_no_scores_ranks|score_rmse,0.146513,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,exemplars_no_hidden_params|kendall_tau,0.391089,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,exemplars_no_hidden_params|score_mae,0.08745,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,exemplars_no_hidden_params|score_rmse,0.096541,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,random_exemplars_k3|kendall_tau,0.06319,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,random_exemplars_k3|score_mae,0.1267,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,random_exemplars_k3|score_rmse,0.14319,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k1|kendall_tau,0.18223,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k1|score_mae,0.098109,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k1|score_rmse,0.111369,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k5|kendall_tau,0.342129,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k5|score_mae,0.084246,
after,NUMBERS:Table9_rag_ablation,deepseek,Overall,retrieval_k5|score_rmse,0.094133,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,alternate_embedding_k3|kendall_tau,0.517396,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,alternate_embedding_k3|score_mae,0.071131,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,alternate_embedding_k3|score_rmse,0.079509,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,control_k3|kendall_tau,0.38685,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,control_k3|score_mae,0.070478,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,control_k3|score_rmse,0.08012,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,descriptions_no_scores_ranks|kendall_tau,0.203704,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,descriptions_no_scores_ranks|score_mae,0.142678,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,descriptions_no_scores_ranks|score_rmse,0.161857,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,exemplars_no_hidden_params|kendall_tau,0.436663,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,exemplars_no_hidden_params|score_mae,0.077943,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,exemplars_no_hidden_params|score_rmse,0.089198,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,random_exemplars_k3|kendall_tau,0.177404,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,random_exemplars_k3|score_mae,0.139107,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,random_exemplars_k3|score_rmse,0.156505,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k1|kendall_tau,0.377404,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k1|score_mae,0.096809,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k1|score_rmse,0.108784,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k5|kendall_tau,0.431294,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k5|score_mae,0.069139,
after,NUMBERS:Table9_rag_ablation,gemini,Overall,retrieval_k5|score_rmse,0.077756,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,alternate_embedding_k3|kendall_tau,0.226842,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,alternate_embedding_k3|score_mae,0.112715,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,alternate_embedding_k3|score_rmse,0.12467,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,control_k3|kendall_tau,0.187224,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,control_k3|score_mae,0.104522,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,control_k3|score_rmse,0.12095,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,descriptions_no_scores_ranks|kendall_tau,0.060924,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,descriptions_no_scores_ranks|score_mae,0.157687,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,descriptions_no_scores_ranks|score_rmse,0.177041,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,exemplars_no_hidden_params|kendall_tau,0.175365,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,exemplars_no_hidden_params|score_mae,0.105831,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,exemplars_no_hidden_params|score_rmse,0.121225,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,random_exemplars_k3|kendall_tau,0.022222,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,random_exemplars_k3|score_mae,0.163419,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,random_exemplars_k3|score_rmse,0.184083,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k1|kendall_tau,0.236663,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k1|score_mae,0.118243,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k1|score_rmse,0.137732,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k5|kendall_tau,0.11236,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k5|score_mae,0.101633,
after,NUMBERS:Table9_rag_ablation,gptoss,Overall,retrieval_k5|score_rmse,0.116201,
after,NUMBERS:Table9_rag_ablation,offline,Overall,nearest_neighbor_k3|kendall_tau,0.001122,
after,NUMBERS:Table9_rag_ablation,offline,Overall,nearest_neighbor_k3|score_mae,0.100949,
after,NUMBERS:Table9_rag_ablation,offline,Overall,nearest_neighbor_k3|score_rmse,0.115909,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,alternate_embedding_k3|kendall_tau,0.165138,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,alternate_embedding_k3|score_mae,0.103924,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,alternate_embedding_k3|score_rmse,0.116344,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,control_k3|kendall_tau,0.153517,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,control_k3|score_mae,0.101939,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,control_k3|score_rmse,0.119978,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,descriptions_no_scores_ranks|kendall_tau,0.071075,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,descriptions_no_scores_ranks|score_mae,0.151061,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,descriptions_no_scores_ranks|score_rmse,0.16831,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,exemplars_no_hidden_params|kendall_tau,0.27303,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,exemplars_no_hidden_params|score_mae,0.098769,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,exemplars_no_hidden_params|score_rmse,0.113572,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,random_exemplars_k3|kendall_tau,0.27564,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,random_exemplars_k3|score_mae,0.140715,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,random_exemplars_k3|score_rmse,0.156849,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k1|kendall_tau,0.305603,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k1|score_mae,0.096831,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k1|score_rmse,0.11279,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k5|kendall_tau,0.234278,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k5|score_mae,0.087954,
after,NUMBERS:Table9_rag_ablation,qwen,Overall,retrieval_k5|score_rmse,0.100191,
after,NUMBERS:IncrementalContribution,pooled,Overall,FixedDefault|Top-1,0.7026,
after,NUMBERS:IncrementalContribution,pooled,Overall,FixedDefault|Top-1_delta,0.0,
after,NUMBERS:IncrementalContribution,pooled,Overall,FixedDefault|kendall_tau,0.6137,
after,NUMBERS:IncrementalContribution,pooled,Overall,FixedDefault|tau_delta,0.0,
after,NUMBERS:IncrementalContribution,pooled,Overall,NearestNeighbor|Top-1,0.5692,
after,NUMBERS:IncrementalContribution,pooled,Overall,NearestNeighbor|Top-1_delta,-0.1334,
after,NUMBERS:IncrementalContribution,pooled,Overall,NearestNeighbor|kendall_tau,0.3709,
after,NUMBERS:IncrementalContribution,pooled,Overall,NearestNeighbor|tau_delta,-0.2428,
after,NUMBERS:IncrementalContribution,gemini,Overall,Direct_LLM_Scoring_best|kendall_tau,0.193147,
after,NUMBERS:IncrementalContribution,qwen,Overall,Direct_LLM_Scoring_worst|kendall_tau,0.01176,
after,NUMBERS:IncrementalContribution,deepseek,Overall,Direct_LLM_Scoring_best|Top-1,0.37812,
after,NUMBERS:IncrementalContribution,qwen,Overall,Direct_LLM_Scoring_worst|Top-1,0.300467,
after,NUMBERS:IncrementalContribution,gemini,Overall,Example-Guided_LLM_Scoring_best|kendall_tau,0.33152,
after,NUMBERS:IncrementalContribution,qwen,Overall,Example-Guided_LLM_Scoring_worst|kendall_tau,0.21026,
after,NUMBERS:IncrementalContribution,deepseek,Overall,Example-Guided_LLM_Scoring_best|Top-1,0.542253,
after,NUMBERS:IncrementalContribution,qwen,Overall,Example-Guided_LLM_Scoring_worst|Top-1,0.46714,
after,NUMBERS:IncrementalContribution,gemini,Overall,LLM-Parameterized_Reference_Scoring_best|kendall_tau,0.919453,
after,NUMBERS:IncrementalContribution,qwen,Overall,LLM-Parameterized_Reference_Scoring_worst|kendall_tau,0.879347,
after,NUMBERS:IncrementalContribution,gemini,Overall,LLM-Parameterized_Reference_Scoring_best|Top-1,0.928293,
after,NUMBERS:IncrementalContribution,qwen,Overall,LLM-Parameterized_Reference_Scoring_worst|Top-1,0.89764,
after,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|tau,0.9059,
after,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|MAE,0.0509,
