flip_full,flip_no_clip,flip_no_tank,flip_no_budget,flip_no_round,flip_linear_core,flip_comfort_flat,flip_prac_curve_flat,flip_comfort_and_prac_flat,cross_tank,cross_budget,cross_clip,any_clip_active,tank_hit_any_true,budget_active_any,scenario_id,factor,true_gpm,ref_margin,mechanism
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,172,0.5,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,172,0.6,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,172,0.7,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,172,0.75,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,172,0.8,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,172,0.9,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,172,1.1,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,172,1.2,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,172,1.25,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,172,1.33,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,172,1.5,3.0,0.06750000000000012,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,172,1.75,3.0,0.06750000000000012,no_flip
True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,172,2.0,3.0,0.06750000000000012,needs_clip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,0.5,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,0.6,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,0.7,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,0.75,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,0.8,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,0.9,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,1.1,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,1.2,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,1.25,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,1.33,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173,1.5,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,173,1.75,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,173,2.0,2.5,0.06099999999999983,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,174,0.5,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,174,0.6,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,0.7,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,0.75,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,0.8,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,0.9,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,1.1,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,1.2,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,1.25,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,1.33,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,1.5,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174,1.75,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,174,2.0,2.0,0.03649999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,0.5,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,0.6,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,0.7,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,0.75,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,0.8,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,0.9,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,1.1,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,1.2,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,1.25,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,1.33,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,175,1.5,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,175,1.75,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,175,2.0,2.5,0.05900000000000005,no_flip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,176,0.5,2.5,0.07899999999999985,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,176,0.6,2.5,0.07899999999999985,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,176,0.7,2.5,0.07899999999999985,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,176,0.75,2.5,0.07899999999999985,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,176,0.8,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,176,0.9,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,176,1.1,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,176,1.2,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,176,1.25,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,176,1.33,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,176,1.5,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,176,1.75,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,176,2.0,2.5,0.07899999999999985,no_flip
True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,177,0.5,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,177,0.6,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,177,0.7,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,177,0.75,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,177,0.8,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,177,0.9,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,177,1.1,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,177,1.2,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,177,1.25,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,177,1.33,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,177,1.5,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,177,1.75,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,177,2.0,2.0,0.008499999999999952,no_flip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,178,0.5,2.5,0.07899999999999985,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,178,0.6,2.5,0.07899999999999985,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,178,0.7,2.5,0.07899999999999985,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,178,0.75,2.5,0.07899999999999985,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,178,0.8,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,178,0.9,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,178,1.1,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,178,1.2,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,178,1.25,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,178,1.33,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,178,1.5,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,178,1.75,2.5,0.07899999999999985,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,178,2.0,2.5,0.07899999999999985,no_flip
True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,179,0.5,2.5,0.04300000000000015,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,179,0.6,2.5,0.04300000000000015,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,179,0.7,2.5,0.04300000000000015,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,179,0.75,2.5,0.04300000000000015,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,179,0.8,2.5,0.04300000000000015,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,179,0.9,2.5,0.04300000000000015,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,179,1.1,2.5,0.04300000000000015,no_flip
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,179,1.2,2.5,0.04300000000000015,no_flip
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,179,1.25,2.5,0.04300000000000015,no_flip
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,179,1.33,2.5,0.04300000000000015,no_flip
False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,179,1.5,2.5,0.04300000000000015,no_flip
False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,179,1.75,2.5,0.04300000000000015,no_flip
False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,179,2.0,2.5,0.04300000000000015,no_flip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,180,0.5,3.0,0.11149999999999993,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,180,0.6,3.0,0.11149999999999993,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,180,0.7,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,180,0.75,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,180,0.8,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,180,0.9,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,180,1.1,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,180,1.2,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,180,1.25,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,180,1.33,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,180,1.5,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,180,1.75,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,180,2.0,3.0,0.11149999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,181,0.5,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,181,0.6,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,181,0.7,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,181,0.75,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,181,0.8,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,181,0.9,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,181,1.1,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,181,1.2,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,181,1.25,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,181,1.33,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,181,1.5,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,181,1.75,4.0,0.1419999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,181,2.0,4.0,0.1419999999999999,no_flip
True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,182,0.5,2.0,0.10200000000000009,needs_round
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,182,0.6,2.0,0.10200000000000009,no_flip
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,182,0.7,2.0,0.10200000000000009,no_flip
False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,182,0.75,2.0,0.10200000000000009,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,182,0.8,2.0,0.10200000000000009,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,182,0.9,2.0,0.10200000000000009,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,182,1.1,2.0,0.10200000000000009,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,182,1.2,2.0,0.10200000000000009,no_flip
False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,182,1.25,2.0,0.10200000000000009,no_flip
False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,182,1.33,2.0,0.10200000000000009,no_flip
True,True,False,True,True,True,False,True,False,True,False,False,True,True,False,182,1.5,2.0,0.10200000000000009,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,182,1.75,2.0,0.10200000000000009,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,182,2.0,2.0,0.10200000000000009,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,183,0.5,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,183,0.6,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,183,0.7,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,183,0.75,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,183,0.8,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,183,0.9,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,183,1.1,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,183,1.2,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,183,1.25,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,183,1.33,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,183,1.5,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,183,1.75,2.5,0.2859999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,183,2.0,2.5,0.2859999999999999,no_flip
True,True,False,True,True,False,True,True,False,True,False,True,True,True,False,184,0.5,2.0,0.03749999999999998,needs_tank
True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,184,0.6,2.0,0.03749999999999998,needs_tank
True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,184,0.7,2.0,0.03749999999999998,needs_tank
True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,184,0.75,2.0,0.03749999999999998,needs_tank
True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,184,0.8,2.0,0.03749999999999998,needs_tank
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,184,0.9,2.0,0.03749999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,184,1.1,2.0,0.03749999999999998,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,184,1.2,2.0,0.03749999999999998,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,184,1.25,2.0,0.03749999999999998,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,184,1.33,2.0,0.03749999999999998,no_flip
False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,184,1.5,2.0,0.03749999999999998,no_flip
False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,184,1.75,2.0,0.03749999999999998,no_flip
False,False,True,False,False,True,False,False,False,True,False,True,True,True,False,184,2.0,2.0,0.03749999999999998,no_flip
True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,185,0.5,2.5,0.015000000000000013,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,185,0.6,2.5,0.015000000000000013,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,185,0.7,2.5,0.015000000000000013,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,185,0.75,2.5,0.015000000000000013,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,185,0.8,2.5,0.015000000000000013,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,185,0.9,2.5,0.015000000000000013,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,185,1.1,2.5,0.015000000000000013,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,185,1.2,2.5,0.015000000000000013,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,185,1.25,2.5,0.015000000000000013,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,185,1.33,2.5,0.015000000000000013,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,185,1.5,2.5,0.015000000000000013,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,185,1.75,2.5,0.015000000000000013,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,185,2.0,2.5,0.015000000000000013,no_flip
False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,186,0.5,2.5,0.009999999999999898,no_flip
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,186,0.6,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,186,0.7,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,186,0.75,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,186,0.8,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,186,0.9,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,186,1.1,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,186,1.2,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,186,1.25,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,186,1.33,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,186,1.5,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,186,1.75,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,186,2.0,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,187,0.5,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,0.6,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,0.7,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,0.75,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,0.8,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,0.9,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,1.1,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,1.2,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,1.25,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,1.33,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,187,1.5,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,187,1.75,2.5,0.05900000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,187,2.0,2.5,0.05900000000000005,no_flip
True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,188,0.5,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,188,0.6,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,188,0.7,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,188,0.75,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,188,0.8,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,188,0.9,2.0,0.008499999999999952,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,188,1.1,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,188,1.2,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,188,1.25,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,188,1.33,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,188,1.5,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,188,1.75,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,188,2.0,2.0,0.008499999999999952,no_flip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,189,0.5,2.0,0.012000000000000122,no_flip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,189,0.6,2.0,0.012000000000000122,no_flip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,189,0.7,2.0,0.012000000000000122,no_flip
False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,189,0.75,2.0,0.012000000000000122,no_flip
False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,189,0.8,2.0,0.012000000000000122,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,189,0.9,2.0,0.012000000000000122,no_flip
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,189,1.1,2.0,0.012000000000000122,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,189,1.2,2.0,0.012000000000000122,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,189,1.25,2.0,0.012000000000000122,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,189,1.33,2.0,0.012000000000000122,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,189,1.5,2.0,0.012000000000000122,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,189,1.75,2.0,0.012000000000000122,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,189,2.0,2.0,0.012000000000000122,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
