baseline,scenario_id,decision_type,p_r_value,p_seer,p_hvac_age,p_occupancy_context,p_appliance,p_kwh_per_cycle,p_baseline_time,p_gpm,p_tank_size,p_water_heater_temp
LU-literal,55,HVAC,21.5,13.0,13.0,occupied_all_day,,,,,,
LU-literal,56,HVAC,21.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,57,HVAC,21.5,13.0,8.0,occupied_all_day,,,,,,
LU-literal,58,HVAC,10.0,9.0,60.0,occupied_all_day,,,,,,
LU-literal,59,HVAC,15.5,9.0,45.5,occupied_all_day,,,,,,
LU-literal,60,HVAC,21.5,13.0,13.0,occupied_all_day,,,,,,
LU-literal,61,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,62,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,63,HVAC,10.0,9.0,35.5,occupied_all_day,,,,,,
LU-literal,64,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,65,HVAC,21.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,66,HVAC,10.0,9.0,35.5,occupied_all_day,,,,,,
LU-literal,67,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,68,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU-literal,69,HVAC,21.5,13.0,13.0,occupied_all_day,,,,,,
LU-literal,70,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,71,Appliance,,,,,washing_machine,0.55,2:00 PM,,,
LU-literal,72,Appliance,,,,,dryer,2.1,7:00 PM,,,
LU-literal,73,Appliance,,,,,dishwasher,1.0,11:00 PM,,,
LU-literal,74,Appliance,,,,,washing_machine,0.55,10:00 AM,,,
LU-literal,75,Appliance,,,,,dryer,2.1,5:00 PM,,,
LU-literal,76,Appliance,,,,,washing_machine,0.55,1:00 AM,,,
LU-literal,77,Appliance,,,,,dryer,2.1,3:00 PM,,,
LU-literal,78,Appliance,,,,,dishwasher,1.0,2:00 PM,,,
LU-literal,79,Appliance,,,,,dryer,2.1,2:00 PM,,,
LU-literal,80,Appliance,,,,,dishwasher,1.0,7:00 PM,,,
LU-literal,81,Appliance,,,,,dishwasher,1.0,8:00 PM,,,
LU-literal,82,Appliance,,,,,washing_machine,0.55,2:00 PM,,,
LU-literal,83,Appliance,,,,,dryer,2.1,1:00 AM,,,
LU-literal,84,Appliance,,,,,dryer,2.1,3:00 PM,,,
LU-literal,85,Appliance,,,,,dishwasher,1.0,5:00 PM,,,
LU-literal,86,Appliance,,,,,washing_machine,0.55,12:00 AM,,,
LU-literal,87,Appliance,,,,,washing_machine,0.55,5:00 PM,,,
LU-literal,88,Appliance,,,,,dryer,2.1,4:00 PM,,,
LU-literal,89,Appliance,,,,,washing_machine,0.55,4:00 PM,,,
LU-literal,90,Appliance,,,,,dishwasher,1.0,5:00 PM,,,
LU-literal,91,Appliance,,,,,washing_machine,0.55,7:00 PM,,,
LU-literal,92,Appliance,,,,,dryer,2.1,5:00 PM,,,
LU-literal,93,Appliance,,,,,dryer,2.1,4:00 PM,,,
LU-literal,94,Appliance,,,,,dishwasher,1.0,2:00 PM,,,
LU-literal,95,Appliance,,,,,dryer,2.1,1:00 AM,,,
LU-literal,96,Appliance,,,,,washing_machine,0.55,8:00 PM,,,
LU-literal,97,Appliance,,,,,dryer,2.1,1:00 AM,,,
LU-literal,98,Appliance,,,,,dryer,2.1,12:00 AM,,,
LU-literal,99,Appliance,,,,,dishwasher,1.0,12:00 AM,,,
LU-literal,100,Appliance,,,,,washing_machine,0.55,4:00 PM,,,
LU-literal,101,Appliance,,,,,dryer,2.1,3:00 PM,,,
LU-literal,102,Appliance,,,,,dryer,2.1,2:00 PM,,,
LU-literal,103,Appliance,,,,,dishwasher,1.0,7:00 PM,,,
LU-literal,104,Appliance,,,,,dishwasher,1.0,8:00 PM,,,
LU-literal,105,Appliance,,,,,dishwasher,1.0,7:00 AM,,,
LU-literal,106,Appliance,,,,,washing_machine,0.55,8:00 AM,,,
LU-literal,107,Appliance,,,,,dryer,2.1,5:00 PM,,,
LU-literal,108,Appliance,,,,,washing_machine,0.55,8:00 AM,,,
LU-literal,109,Appliance,,,,,washing_machine,0.55,9:00 AM,,,
LU-literal,110,Appliance,,,,,dryer,2.1,9:00 AM,,,
LU-literal,111,Appliance,,,,,dishwasher,1.0,10:00 AM,,,
LU-literal,112,Appliance,,,,,dryer,2.1,8:00 AM,,,
LU-literal,113,Appliance,,,,,dishwasher,1.0,10:00 AM,,,
LU-literal,114,Appliance,,,,,washing_machine,0.55,3:00 PM,,,
LU-literal,115,Appliance,,,,,dishwasher,1.0,7:00 PM,,,
LU-literal,116,Appliance,,,,,washing_machine,0.55,2:00 PM,,,
LU-literal,117,Appliance,,,,,dryer,2.1,3:00 PM,,,
LU-literal,118,Appliance,,,,,washing_machine,0.55,11:00 PM,,,
LU-literal,119,Appliance,,,,,washing_machine,0.55,12:00 AM,,,
LU-literal,120,Appliance,,,,,dryer,2.1,1:00 AM,,,
LU-literal,121,Appliance,,,,,dishwasher,1.0,8:00 AM,,,
LU-literal,122,Appliance,,,,,dryer,2.1,3:00 AM,,,
LU-literal,123,Appliance,,,,,dishwasher,1.0,8:00 PM,,,
LU-literal,124,Appliance,,,,,dryer,2.1,4:00 PM,,,
LU-literal,125,Appliance,,,,,washing_machine,0.55,5:00 PM,,,
LU-literal,126,Appliance,,,,,dishwasher,1.0,9:00 AM,,,
LU-literal,127,Appliance,,,,,washing_machine,0.55,6:00 PM,,,
LU-literal,128,Appliance,,,,,dryer,2.1,10:00 AM,,,
LU-literal,129,Appliance,,,,,dishwasher,1.0,8:00 AM,,,
LU-literal,130,Appliance,,,,,washing_machine,0.55,3:00 PM,,,
LU-literal,131,Appliance,,,,,dryer,2.1,7:00 PM,,,
LU-literal,132,Appliance,,,,,dishwasher,1.0,8:00 AM,,,
LU-literal,133,Appliance,,,,,washing_machine,0.55,3:00 PM,,,
LU-literal,134,Appliance,,,,,dryer,2.1,7:00 PM,,,
LU-literal,135,Appliance,,,,,dishwasher,1.0,11:00 AM,,,
LU-literal,136,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,137,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,138,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,139,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,140,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,141,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,142,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,143,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,144,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,145,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,146,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,147,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,148,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,149,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,150,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,151,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,152,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,153,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,154,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,155,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,156,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,157,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,158,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,159,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,160,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,161,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,162,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,163,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,164,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,165,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,166,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,167,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,168,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,169,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,170,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,171,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,172,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,173,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,174,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,175,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,176,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,177,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,178,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,179,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,180,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,181,Shower,,,,,,,,4.0,50.0,120.0
LU-literal,182,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,183,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,184,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,185,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,186,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,187,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,188,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,189,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,190,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,191,Shower,,,,,,,,2.5,50.0,120.0
LU-literal,192,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,193,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,194,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,195,Shower,,,,,,,,1.5,50.0,120.0
LU-corpus,1,HVAC,22.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,2,HVAC,22.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,3,HVAC,16.0,13.0,26.0,occupied_all_day,,,,,,
LU-corpus,4,HVAC,16.0,13.0,26.0,occupied_all_day,,,,,,
LU-corpus,5,HVAC,22.0,13.0,16.0,unoccupied_8hr,,,,,,
LU-corpus,6,HVAC,9.0,13.0,16.0,occupied_all_day,,,,,,
LU-corpus,7,HVAC,9.0,13.0,16.0,occupied_all_day,,,,,,
LU-corpus,8,HVAC,22.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,9,HVAC,22.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,10,HVAC,22.0,14.0,15.0,occupied_all_day,,,,,,
LU-corpus,11,HVAC,16.0,16.0,5.0,unoccupied_8hr,,,,,,
LU-corpus,12,HVAC,16.0,16.0,5.0,unoccupied_8hr,,,,,,
LU-corpus,13,HVAC,9.0,16.0,5.0,unoccupied_8hr,,,,,,
LU-corpus,14,HVAC,22.0,16.0,5.0,occupied_all_day,,,,,,
LU-corpus,15,HVAC,9.0,16.0,5.0,unoccupied_4hr,,,,,,
LU-corpus,16,HVAC,9.0,16.0,5.0,unoccupied_4hr,,,,,,
LU-corpus,17,HVAC,16.0,16.0,5.0,unoccupied_8hr,,,,,,
LU-corpus,18,HVAC,9.0,16.0,5.0,unoccupied_8hr,,,,,,
LU-corpus,19,HVAC,22.0,16.0,5.0,occupied_all_day,,,,,,
LU-corpus,20,HVAC,16.0,15.0,10.0,unoccupied_4hr,,,,,,
LU-corpus,21,HVAC,9.0,15.0,10.0,occupied_all_day,,,,,,
LU-corpus,22,HVAC,16.0,14.0,15.0,occupied_all_day,,,,,,
LU-corpus,23,HVAC,16.0,14.0,15.0,occupied_all_day,,,,,,
LU-corpus,24,HVAC,9.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,25,HVAC,16.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,26,HVAC,9.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,27,HVAC,16.0,12.0,18.0,occupied_sleep,,,,,,
LU-corpus,28,HVAC,9.0,13.0,26.0,occupied_all_day,,,,,,
LU-corpus,29,HVAC,9.0,13.0,26.0,occupied_all_day,,,,,,
LU-corpus,30,HVAC,16.0,14.0,15.0,unoccupied_4hr,,,,,,
LU-corpus,31,HVAC,22.0,16.0,5.0,unoccupied_4hr,,,,,,
LU-corpus,32,HVAC,9.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,33,HVAC,9.0,13.0,21.0,unoccupied_8hr,,,,,,
LU-corpus,34,HVAC,16.0,13.0,26.0,unoccupied_4hr,,,,,,
LU-corpus,35,HVAC,9.0,13.0,21.0,unoccupied_8hr,,,,,,
LU-corpus,36,HVAC,16.0,15.0,10.0,occupied_all_day,,,,,,
LU-corpus,37,HVAC,16.0,16.0,5.0,occupied_all_day,,,,,,
LU-corpus,38,HVAC,22.0,14.0,15.0,occupied_all_day,,,,,,
LU-corpus,39,HVAC,16.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,40,HVAC,16.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,41,HVAC,16.0,14.0,15.0,occupied_all_day,,,,,,
LU-corpus,42,HVAC,9.0,13.0,26.0,occupied_all_day,,,,,,
LU-corpus,43,HVAC,16.0,13.0,21.0,unoccupied_8hr,,,,,,
LU-corpus,44,HVAC,22.0,15.0,10.0,unoccupied_8hr,,,,,,
LU-corpus,45,HVAC,22.0,16.0,5.0,occupied_sleep,,,,,,
LU-corpus,46,HVAC,22.0,14.0,15.0,occupied_sleep,,,,,,
LU-corpus,47,HVAC,16.0,13.0,21.0,occupied_sleep,,,,,,
LU-corpus,48,HVAC,22.0,16.0,5.0,occupied_all_day,,,,,,
LU-corpus,49,HVAC,22.0,16.0,5.0,occupied_sleep,,,,,,
LU-corpus,50,HVAC,9.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,51,HVAC,9.0,13.0,16.0,occupied_all_day,,,,,,
LU-corpus,52,HVAC,16.0,15.0,10.0,occupied_all_day,,,,,,
LU-corpus,53,HVAC,16.0,14.0,15.0,occupied_all_day,,,,,,
LU-corpus,54,HVAC,16.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,55,HVAC,22.0,15.0,10.0,unoccupied_8hr,,,,,,
LU-corpus,56,HVAC,22.0,14.0,15.0,occupied_all_day,,,,,,
LU-corpus,57,HVAC,22.0,16.0,5.0,occupied_all_day,,,,,,
LU-corpus,58,HVAC,9.0,12.0,18.0,occupied_all_day,,,,,,
LU-corpus,59,HVAC,16.0,13.0,16.0,unoccupied_4hr,,,,,,
LU-corpus,60,HVAC,22.0,15.0,10.0,occupied_all_day,,,,,,
LU-corpus,61,HVAC,22.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,62,HVAC,16.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,63,HVAC,9.0,13.0,26.0,unoccupied_8hr,,,,,,
LU-corpus,64,HVAC,16.0,14.0,15.0,occupied_all_day,,,,,,
LU-corpus,65,HVAC,22.0,14.0,15.0,occupied_sleep,,,,,,
LU-corpus,66,HVAC,9.0,13.0,26.0,occupied_all_day,,,,,,
LU-corpus,67,HVAC,16.0,13.0,21.0,unoccupied_4hr,,,,,,
LU-corpus,68,HVAC,9.0,13.0,21.0,occupied_all_day,,,,,,
LU-corpus,69,HVAC,22.0,15.0,10.0,occupied_all_day,,,,,,
LU-corpus,70,HVAC,16.0,13.0,21.0,unoccupied_8hr,,,,,,
LU-corpus,71,Appliance,,,,,washing_machine,0.435,2:00 PM,,,
LU-corpus,72,Appliance,,,,,dryer,3.3,7:00 PM,,,
LU-corpus,73,Appliance,,,,,dishwasher,1.1,11:00 PM,,,
LU-corpus,74,Appliance,,,,,washing_machine,0.2,10:00 AM,,,
LU-corpus,75,Appliance,,,,,dryer,2.8,5:00 PM,,,
LU-corpus,76,Appliance,,,,,washing_machine,0.35,1:00 AM,,,
LU-corpus,77,Appliance,,,,,dryer,2.6,3:00 PM,,,
LU-corpus,78,Appliance,,,,,dishwasher,1.15,2:00 PM,,,
LU-corpus,79,Appliance,,,,,dryer,3.3,2:00 PM,,,
LU-corpus,80,Appliance,,,,,dishwasher,0.91,7:00 PM,,,
LU-corpus,81,Appliance,,,,,dishwasher,1.1,8:00 PM,,,
LU-corpus,82,Appliance,,,,,washing_machine,0.365,2:00 PM,,,
LU-corpus,83,Appliance,,,,,dryer,2.5,1:00 AM,,,
LU-corpus,84,Appliance,,,,,dryer,3.3,3:00 PM,,,
LU-corpus,85,Appliance,,,,,dishwasher,1.15,5:00 PM,,,
LU-corpus,86,Appliance,,,,,washing_machine,0.365,12:00 AM,,,
LU-corpus,87,Appliance,,,,,washing_machine,0.35,5:00 PM,,,
LU-corpus,88,Appliance,,,,,dryer,3.3,4:00 PM,,,
LU-corpus,89,Appliance,,,,,washing_machine,0.435,4:00 PM,,,
LU-corpus,90,Appliance,,,,,dishwasher,1.15,5:00 PM,,,
LU-corpus,91,Appliance,,,,,washing_machine,0.2,7:00 PM,,,
LU-corpus,92,Appliance,,,,,dryer,2.5,5:00 PM,,,
LU-corpus,93,Appliance,,,,,dryer,2.8,4:00 PM,,,
LU-corpus,94,Appliance,,,,,dishwasher,1.1,2:00 PM,,,
LU-corpus,95,Appliance,,,,,dryer,3.3,1:00 AM,,,
LU-corpus,96,Appliance,,,,,washing_machine,0.435,8:00 PM,,,
LU-corpus,97,Appliance,,,,,dryer,3.3,1:00 AM,,,
LU-corpus,98,Appliance,,,,,dryer,2.8,12:00 AM,,,
LU-corpus,99,Appliance,,,,,dishwasher,1.7,12:00 AM,,,
LU-corpus,100,Appliance,,,,,washing_machine,0.35,4:00 PM,,,
LU-corpus,101,Appliance,,,,,dryer,2.8,3:00 PM,,,
LU-corpus,102,Appliance,,,,,dryer,2.5,2:00 PM,,,
LU-corpus,103,Appliance,,,,,dishwasher,1.1,7:00 PM,,,
LU-corpus,104,Appliance,,,,,dishwasher,1.1,8:00 PM,,,
LU-corpus,105,Appliance,,,,,dishwasher,1.7,7:00 AM,,,
LU-corpus,106,Appliance,,,,,washing_machine,0.2,8:00 AM,,,
LU-corpus,107,Appliance,,,,,dryer,2.6,5:00 PM,,,
LU-corpus,108,Appliance,,,,,washing_machine,0.35,8:00 AM,,,
LU-corpus,109,Appliance,,,,,washing_machine,0.365,9:00 AM,,,
LU-corpus,110,Appliance,,,,,dryer,3.3,9:00 AM,,,
LU-corpus,111,Appliance,,,,,dishwasher,1.1,10:00 AM,,,
LU-corpus,112,Appliance,,,,,dryer,2.5,8:00 AM,,,
LU-corpus,113,Appliance,,,,,dishwasher,1.1,10:00 AM,,,
LU-corpus,114,Appliance,,,,,washing_machine,0.365,3:00 PM,,,
LU-corpus,115,Appliance,,,,,dishwasher,1.15,7:00 PM,,,
LU-corpus,116,Appliance,,,,,washing_machine,0.2,2:00 PM,,,
LU-corpus,117,Appliance,,,,,dryer,2.8,3:00 PM,,,
LU-corpus,118,Appliance,,,,,washing_machine,0.365,11:00 PM,,,
LU-corpus,119,Appliance,,,,,washing_machine,0.365,12:00 AM,,,
LU-corpus,120,Appliance,,,,,dryer,2.6,1:00 AM,,,
LU-corpus,121,Appliance,,,,,dishwasher,1.1,8:00 AM,,,
LU-corpus,122,Appliance,,,,,dryer,2.5,3:00 AM,,,
LU-corpus,123,Appliance,,,,,dishwasher,0.91,8:00 PM,,,
LU-corpus,124,Appliance,,,,,dryer,2.6,4:00 PM,,,
LU-corpus,125,Appliance,,,,,washing_machine,0.35,5:00 PM,,,
LU-corpus,126,Appliance,,,,,dishwasher,1.1,9:00 AM,,,
LU-corpus,127,Appliance,,,,,washing_machine,0.365,6:00 PM,,,
LU-corpus,128,Appliance,,,,,dryer,2.6,10:00 AM,,,
LU-corpus,129,Appliance,,,,,dishwasher,1.15,8:00 AM,,,
LU-corpus,130,Appliance,,,,,washing_machine,0.365,3:00 PM,,,
LU-corpus,131,Appliance,,,,,dryer,3.3,7:00 PM,,,
LU-corpus,132,Appliance,,,,,dishwasher,0.91,8:00 AM,,,
LU-corpus,133,Appliance,,,,,washing_machine,0.365,3:00 PM,,,
LU-corpus,134,Appliance,,,,,dryer,2.5,7:00 PM,,,
LU-corpus,135,Appliance,,,,,dishwasher,1.1,11:00 AM,,,
LU-corpus,136,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,137,Shower,,,,,,,,2.0,50.0,120.0
LU-corpus,138,Shower,,,,,,,,2.0,30.0,120.0
LU-corpus,139,Shower,,,,,,,,2.5,40.0,120.0
LU-corpus,140,Shower,,,,,,,,2.0,60.0,120.0
LU-corpus,141,Shower,,,,,,,,2.5,60.0,120.0
LU-corpus,142,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,143,Shower,,,,,,,,2.0,45.0,120.0
LU-corpus,144,Shower,,,,,,,,2.5,45.0,120.0
LU-corpus,145,Shower,,,,,,,,3.5,45.0,120.0
LU-corpus,146,Shower,,,,,,,,3.5,50.0,120.0
LU-corpus,147,Shower,,,,,,,,2.5,60.0,120.0
LU-corpus,148,Shower,,,,,,,,2.5,50.0,120.0
LU-corpus,149,Shower,,,,,,,,3.5,60.0,120.0
LU-corpus,150,Shower,,,,,,,,3.5,50.0,120.0
LU-corpus,151,Shower,,,,,,,,3.5,50.0,120.0
LU-corpus,152,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,153,Shower,,,,,,,,3.5,45.0,120.0
LU-corpus,154,Shower,,,,,,,,2.0,60.0,120.0
LU-corpus,155,Shower,,,,,,,,2.5,45.0,120.0
LU-corpus,156,Shower,,,,,,,,2.5,45.0,120.0
LU-corpus,157,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,158,Shower,,,,,,,,3.5,50.0,120.0
LU-corpus,159,Shower,,,,,,,,3.5,40.0,120.0
LU-corpus,160,Shower,,,,,,,,3.5,60.0,120.0
LU-corpus,161,Shower,,,,,,,,2.0,60.0,120.0
LU-corpus,162,Shower,,,,,,,,2.5,40.0,120.0
LU-corpus,163,Shower,,,,,,,,2.0,60.0,120.0
LU-corpus,164,Shower,,,,,,,,2.5,40.0,120.0
LU-corpus,165,Shower,,,,,,,,2.0,50.0,120.0
LU-corpus,166,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,167,Shower,,,,,,,,2.5,50.0,120.0
LU-corpus,168,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,169,Shower,,,,,,,,2.5,50.0,120.0
LU-corpus,170,Shower,,,,,,,,2.5,60.0,120.0
LU-corpus,171,Shower,,,,,,,,2.5,45.0,120.0
LU-corpus,172,Shower,,,,,,,,2.5,60.0,120.0
LU-corpus,173,Shower,,,,,,,,2.5,50.0,120.0
LU-corpus,174,Shower,,,,,,,,2.0,45.0,120.0
LU-corpus,175,Shower,,,,,,,,2.5,45.0,120.0
LU-corpus,176,Shower,,,,,,,,2.5,50.0,120.0
LU-corpus,177,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,178,Shower,,,,,,,,2.5,50.0,120.0
LU-corpus,179,Shower,,,,,,,,2.5,50.0,120.0
LU-corpus,180,Shower,,,,,,,,2.5,40.0,120.0
LU-corpus,181,Shower,,,,,,,,3.5,45.0,120.0
LU-corpus,182,Shower,,,,,,,,2.0,50.0,120.0
LU-corpus,183,Shower,,,,,,,,2.5,40.0,120.0
LU-corpus,184,Shower,,,,,,,,2.0,50.0,120.0
LU-corpus,185,Shower,,,,,,,,2.5,40.0,120.0
LU-corpus,186,Shower,,,,,,,,2.5,60.0,120.0
LU-corpus,187,Shower,,,,,,,,2.5,45.0,120.0
LU-corpus,188,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,189,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,190,Shower,,,,,,,,2.5,50.0,120.0
LU-corpus,191,Shower,,,,,,,,2.5,50.0,120.0
LU-corpus,192,Shower,,,,,,,,2.0,40.0,120.0
LU-corpus,193,Shower,,,,,,,,2.0,30.0,120.0
LU-corpus,194,Shower,,,,,,,,2.0,30.0,120.0
LU-corpus,195,Shower,,,,,,,,2.0,40.0,120.0
