model,run,scenario_id,decision_type,param,true,llm,lu,fd,corpus,llm_match,lu_match,fd_match
gemini,05,8,HVAC,hvac_age,23.0,12.0,25.5,13.0,21.0,,,
gemini,05,8,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,9,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
gemini,05,9,HVAC,seer,13.0,14.0,10.0,13.0,13.0,,,
gemini,05,9,HVAC,hvac_age,23.0,12.0,25.5,13.0,21.0,,,
gemini,05,9,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,10,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
gemini,05,10,HVAC,seer,16.0,14.0,13.0,13.0,14.0,,,
gemini,05,10,HVAC,hvac_age,12.0,18.0,18.0,13.0,15.0,,,
gemini,05,10,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,11,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,05,11,HVAC,seer,16.0,16.0,14.0,13.0,16.0,,,
gemini,05,11,HVAC,hvac_age,5.0,3.0,3.0,13.0,5.0,,,
gemini,05,11,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,12,HVAC,r_value,17.0,15.0,15.5,15.0,16.0,,,
gemini,05,12,HVAC,seer,16.0,16.0,14.0,13.0,16.0,,,
gemini,05,12,HVAC,hvac_age,5.0,3.0,3.0,13.0,5.0,,,
gemini,05,12,HVAC,occupancy_context,,,,,,False,True,False
gemini,05,13,HVAC,r_value,11.0,9.0,10.0,15.0,9.0,,,
gemini,05,13,HVAC,seer,18.0,14.0,14.0,13.0,16.0,,,
gemini,05,13,HVAC,hvac_age,1.0,3.0,3.0,13.0,5.0,,,
gemini,05,13,HVAC,occupancy_context,,,,,,False,False,False
gemini,05,14,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
gemini,05,14,HVAC,seer,18.0,16.0,14.0,13.0,16.0,,,
gemini,05,14,HVAC,hvac_age,2.0,3.0,3.0,13.0,5.0,,,
gemini,05,14,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,15,HVAC,r_value,12.0,9.0,10.0,15.0,9.0,,,
gemini,05,15,HVAC,seer,17.0,15.0,14.0,13.0,16.0,,,
gemini,05,15,HVAC,hvac_age,4.0,3.0,3.0,13.0,5.0,,,
gemini,05,15,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,16,HVAC,r_value,10.0,9.0,10.0,15.0,9.0,,,
gemini,05,16,HVAC,seer,17.0,14.0,14.0,13.0,16.0,,,
gemini,05,16,HVAC,hvac_age,4.0,3.0,3.0,13.0,5.0,,,
gemini,05,16,HVAC,occupancy_context,,,,,,False,True,False
gemini,05,17,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,05,17,HVAC,seer,16.0,15.0,13.0,13.0,16.0,,,
gemini,05,17,HVAC,hvac_age,7.0,8.0,8.0,13.0,5.0,,,
gemini,05,17,HVAC,occupancy_context,,,,,,False,True,False
gemini,05,18,HVAC,r_value,11.0,9.0,10.0,15.0,9.0,,,
gemini,05,18,HVAC,seer,15.0,14.0,13.0,13.0,16.0,,,
gemini,05,18,HVAC,hvac_age,9.0,8.0,8.0,13.0,5.0,,,
gemini,05,18,HVAC,occupancy_context,,,,,,False,True,False
gemini,05,19,HVAC,r_value,24.0,19.0,21.5,15.0,22.0,,,
gemini,05,19,HVAC,seer,16.0,15.0,13.0,13.0,16.0,,,
gemini,05,19,HVAC,hvac_age,11.0,8.0,8.0,13.0,5.0,,,
gemini,05,19,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,20,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,05,20,HVAC,seer,15.0,14.0,13.0,13.0,15.0,,,
gemini,05,20,HVAC,hvac_age,12.0,13.0,13.0,13.0,10.0,,,
gemini,05,20,HVAC,occupancy_context,,,,,,False,True,False
gemini,05,21,HVAC,r_value,10.0,9.0,10.0,15.0,9.0,,,
gemini,05,21,HVAC,seer,14.0,14.0,13.0,13.0,15.0,,,
gemini,05,21,HVAC,hvac_age,16.0,13.0,13.0,13.0,10.0,,,
gemini,05,21,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,22,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,05,22,HVAC,seer,14.0,14.0,13.0,13.0,14.0,,,
gemini,05,22,HVAC,hvac_age,19.0,18.0,18.0,13.0,15.0,,,
gemini,05,22,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,23,HVAC,r_value,17.0,15.0,15.5,15.0,16.0,,,
gemini,05,23,HVAC,seer,14.0,14.0,13.0,13.0,14.0,,,
gemini,05,23,HVAC,hvac_age,19.0,18.0,18.0,13.0,15.0,,,
gemini,05,23,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,24,HVAC,r_value,11.0,9.0,10.0,15.0,9.0,,,
gemini,05,24,HVAC,seer,12.0,13.0,10.0,13.0,13.0,,,
gemini,05,24,HVAC,hvac_age,25.0,25.0,25.5,13.0,21.0,,,
gemini,05,24,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,25,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,05,25,HVAC,seer,12.0,13.0,10.0,13.0,13.0,,,
gemini,05,25,HVAC,hvac_age,26.0,15.0,25.5,13.0,21.0,,,
gemini,05,25,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,26,HVAC,r_value,10.0,9.0,10.0,15.0,9.0,,,
gemini,05,26,HVAC,seer,11.0,13.0,10.0,13.0,13.0,,,
gemini,05,26,HVAC,hvac_age,30.0,15.0,25.5,13.0,21.0,,,
gemini,05,26,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,27,HVAC,r_value,14.0,15.0,15.5,15.0,16.0,,,
gemini,05,27,HVAC,seer,8.0,14.0,9.0,13.0,12.0,,,
gemini,05,27,HVAC,hvac_age,95.0,12.0,60.0,13.0,18.0,,,
gemini,05,27,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,28,HVAC,r_value,9.0,11.0,10.0,15.0,9.0,,,
gemini,05,28,HVAC,seer,9.0,10.0,9.0,13.0,13.0,,,
gemini,05,28,HVAC,hvac_age,35.0,15.0,35.5,13.0,26.0,,,
gemini,05,28,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,29,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,05,29,HVAC,seer,10.0,10.0,9.0,13.0,13.0,,,
gemini,05,29,HVAC,hvac_age,30.0,18.0,35.5,13.0,26.0,,,
gemini,05,29,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,30,HVAC,r_value,17.0,15.0,15.5,15.0,16.0,,,
gemini,05,30,HVAC,seer,13.0,14.0,13.0,13.0,14.0,,,
gemini,05,30,HVAC,hvac_age,18.0,18.0,18.0,13.0,15.0,,,
gemini,05,30,HVAC,occupancy_context,,,,,,False,True,False
gemini,05,31,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
gemini,05,31,HVAC,seer,16.0,15.0,13.0,13.0,16.0,,,
gemini,05,31,HVAC,hvac_age,8.0,8.0,8.0,13.0,5.0,,,
gemini,05,31,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,32,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,05,32,HVAC,seer,11.0,13.0,10.0,13.0,13.0,,,
gemini,05,32,HVAC,hvac_age,25.0,21.0,25.5,13.0,21.0,,,
gemini,05,32,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,33,HVAC,r_value,11.0,9.0,10.0,15.0,9.0,,,
gemini,05,33,HVAC,seer,11.0,10.0,10.0,13.0,13.0,,,
gemini,05,33,HVAC,hvac_age,28.0,25.0,25.5,13.0,21.0,,,
gemini,05,33,HVAC,occupancy_context,,,,,,False,False,False
gemini,05,34,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,05,34,HVAC,seer,10.0,14.0,9.0,13.0,13.0,,,
gemini,05,34,HVAC,hvac_age,28.0,15.0,35.5,13.0,26.0,,,
gemini,05,34,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,35,HVAC,r_value,9.0,13.0,10.0,15.0,9.0,,,
gemini,05,35,HVAC,seer,11.0,14.0,10.0,13.0,13.0,,,
gemini,05,35,HVAC,hvac_age,25.0,15.0,25.5,13.0,21.0,,,
gemini,05,35,HVAC,occupancy_context,,,,,,False,False,False
gemini,05,36,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,05,36,HVAC,seer,14.0,14.0,13.0,13.0,15.0,,,
gemini,05,36,HVAC,hvac_age,12.0,13.0,13.0,13.0,10.0,,,
gemini,05,36,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,37,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,05,37,HVAC,seer,15.0,15.0,13.0,13.0,16.0,,,
gemini,05,37,HVAC,hvac_age,8.0,8.0,8.0,13.0,5.0,,,
gemini,05,37,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,38,HVAC,r_value,21.0,19.0,21.5,15.0,22.0,,,
gemini,05,38,HVAC,seer,14.0,14.0,13.0,13.0,14.0,,,
gemini,05,38,HVAC,hvac_age,16.0,18.0,18.0,13.0,15.0,,,
gemini,05,38,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,39,HVAC,r_value,14.0,15.0,15.5,15.0,16.0,,,
gemini,05,39,HVAC,seer,12.0,14.0,10.0,13.0,13.0,,,
gemini,05,39,HVAC,hvac_age,25.0,12.0,25.5,13.0,21.0,,,
gemini,05,39,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,40,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,05,40,HVAC,seer,13.0,14.0,10.0,13.0,13.0,,,
gemini,05,40,HVAC,hvac_age,18.0,12.0,25.5,13.0,21.0,,,
gemini,05,40,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,41,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,05,41,HVAC,seer,13.0,13.0,13.0,13.0,14.0,,,
gemini,05,41,HVAC,hvac_age,18.0,18.0,18.0,13.0,15.0,,,
gemini,05,41,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,42,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,05,42,HVAC,seer,10.0,10.0,9.0,13.0,13.0,,,
gemini,05,42,HVAC,hvac_age,32.0,18.0,35.5,13.0,26.0,,,
gemini,05,42,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,43,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,05,43,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
gemini,05,43,HVAC,hvac_age,18.0,15.0,25.5,13.0,21.0,,,
gemini,05,43,HVAC,occupancy_context,,,,,,False,True,False
gemini,05,44,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
gemini,05,44,HVAC,seer,15.0,14.0,13.0,13.0,15.0,,,
gemini,05,44,HVAC,hvac_age,10.0,13.0,13.0,13.0,10.0,,,
gemini,05,44,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,45,HVAC,r_value,24.0,19.0,21.5,15.0,22.0,,,
gemini,05,45,HVAC,seer,17.0,15.0,13.0,13.0,16.0,,,
gemini,05,45,HVAC,hvac_age,6.0,8.0,8.0,13.0,5.0,,,
gemini,05,45,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,46,HVAC,r_value,21.0,19.0,21.5,15.0,22.0,,,
gemini,05,46,HVAC,seer,15.0,14.0,13.0,13.0,14.0,,,
gemini,05,46,HVAC,hvac_age,16.0,18.0,18.0,13.0,15.0,,,
gemini,05,46,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,47,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,05,47,HVAC,seer,13.0,14.0,10.0,13.0,13.0,,,
gemini,05,47,HVAC,hvac_age,20.0,12.0,25.5,13.0,21.0,,,
gemini,05,47,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,48,HVAC,r_value,24.0,19.0,21.5,15.0,22.0,,,
gemini,05,48,HVAC,seer,22.0,16.0,14.0,13.0,16.0,,,
gemini,05,48,HVAC,hvac_age,1.0,3.0,3.0,13.0,5.0,,,
gemini,05,48,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,49,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
gemini,05,49,HVAC,seer,20.0,16.0,14.0,13.0,16.0,,,
gemini,05,49,HVAC,hvac_age,3.0,3.0,3.0,13.0,5.0,,,
gemini,05,49,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,50,HVAC,r_value,11.0,9.0,10.0,15.0,9.0,,,
gemini,05,50,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
gemini,05,50,HVAC,hvac_age,20.0,25.0,25.5,13.0,21.0,,,
gemini,05,50,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,51,HVAC,r_value,10.0,9.0,10.0,15.0,9.0,,,
gemini,05,51,HVAC,seer,9.0,10.0,9.0,13.0,13.0,,,
gemini,05,51,HVAC,hvac_age,33.0,15.0,45.5,13.0,16.0,,,
gemini,05,51,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,52,HVAC,r_value,17.0,15.0,15.5,15.0,16.0,,,
gemini,05,52,HVAC,seer,14.0,14.0,13.0,13.0,15.0,,,
gemini,05,52,HVAC,hvac_age,8.0,13.0,13.0,13.0,10.0,,,
gemini,05,52,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,53,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,05,53,HVAC,seer,16.0,14.0,13.0,13.0,14.0,,,
gemini,05,53,HVAC,hvac_age,6.0,18.0,18.0,13.0,15.0,,,
gemini,05,53,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,54,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,05,54,HVAC,seer,15.0,14.0,10.0,13.0,13.0,,,
gemini,05,54,HVAC,hvac_age,11.0,12.0,25.5,13.0,21.0,,,
gemini,05,54,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,55,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
gemini,05,55,HVAC,seer,18.0,14.0,13.0,13.0,15.0,,,
gemini,05,55,HVAC,hvac_age,3.0,13.0,13.0,13.0,10.0,,,
gemini,05,55,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,56,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
gemini,05,56,HVAC,seer,17.0,14.0,13.0,13.0,14.0,,,
gemini,05,56,HVAC,hvac_age,7.0,18.0,18.0,13.0,15.0,,,
gemini,05,56,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,57,HVAC,r_value,24.0,19.0,21.5,15.0,22.0,,,
gemini,05,57,HVAC,seer,19.0,15.0,13.0,13.0,16.0,,,
gemini,05,57,HVAC,hvac_age,4.0,8.0,8.0,13.0,5.0,,,
gemini,05,57,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,58,HVAC,r_value,8.0,9.0,10.0,15.0,9.0,,,
gemini,05,58,HVAC,seer,11.0,10.0,9.0,13.0,12.0,,,
gemini,05,58,HVAC,hvac_age,21.0,15.0,60.0,13.0,18.0,,,
gemini,05,58,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,59,HVAC,r_value,13.0,15.0,15.5,15.0,16.0,,,
gemini,05,59,HVAC,seer,13.0,14.0,9.0,13.0,13.0,,,
gemini,05,59,HVAC,hvac_age,15.0,15.0,45.5,13.0,16.0,,,
gemini,05,59,HVAC,occupancy_context,,,,,,False,True,False
gemini,05,60,HVAC,r_value,20.0,19.0,21.5,15.0,22.0,,,
gemini,05,60,HVAC,seer,16.0,14.0,13.0,13.0,15.0,,,
gemini,05,60,HVAC,hvac_age,6.0,13.0,13.0,13.0,10.0,,,
gemini,05,60,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,61,HVAC,r_value,20.0,19.0,21.5,15.0,22.0,,,
gemini,05,61,HVAC,seer,14.0,14.0,10.0,13.0,13.0,,,
gemini,05,61,HVAC,hvac_age,18.0,15.0,25.5,13.0,21.0,,,
gemini,05,61,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,62,HVAC,r_value,15.0,15.0,15.5,15.0,16.0,,,
gemini,05,62,HVAC,seer,12.0,14.0,10.0,13.0,13.0,,,
gemini,05,62,HVAC,hvac_age,24.0,12.0,25.5,13.0,21.0,,,
gemini,05,62,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,63,HVAC,r_value,10.0,9.0,10.0,15.0,9.0,,,
gemini,05,63,HVAC,seer,11.0,10.0,9.0,13.0,13.0,,,
gemini,05,63,HVAC,hvac_age,28.0,18.0,35.5,13.0,26.0,,,
gemini,05,63,HVAC,occupancy_context,,,,,,False,True,False
gemini,05,64,HVAC,r_value,14.0,15.0,15.5,15.0,16.0,,,
gemini,05,64,HVAC,seer,13.0,14.0,13.0,13.0,14.0,,,
gemini,05,64,HVAC,hvac_age,16.0,18.0,18.0,13.0,15.0,,,
gemini,05,64,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,65,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
gemini,05,65,HVAC,seer,15.0,14.0,13.0,13.0,14.0,,,
gemini,05,65,HVAC,hvac_age,14.0,18.0,18.0,13.0,15.0,,,
gemini,05,65,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,66,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,05,66,HVAC,seer,10.0,10.0,9.0,13.0,13.0,,,
gemini,05,66,HVAC,hvac_age,32.0,15.0,35.5,13.0,26.0,,,
gemini,05,66,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,67,HVAC,r_value,14.0,15.0,15.5,15.0,16.0,,,
gemini,05,67,HVAC,seer,13.0,14.0,10.0,13.0,13.0,,,
gemini,05,67,HVAC,hvac_age,22.0,12.0,25.5,13.0,21.0,,,
gemini,05,67,HVAC,occupancy_context,,,,,,True,True,False
gemini,05,68,HVAC,r_value,9.0,9.0,10.0,15.0,9.0,,,
gemini,05,68,HVAC,seer,11.0,10.0,10.0,13.0,13.0,,,
gemini,05,68,HVAC,hvac_age,20.0,25.0,25.5,13.0,21.0,,,
gemini,05,68,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,69,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
gemini,05,69,HVAC,seer,14.0,14.0,13.0,13.0,15.0,,,
gemini,05,69,HVAC,hvac_age,12.0,13.0,13.0,13.0,10.0,,,
gemini,05,69,HVAC,occupancy_context,,,,,,True,True,True
gemini,05,70,HVAC,r_value,16.0,15.0,15.5,15.0,16.0,,,
gemini,05,70,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
gemini,05,70,HVAC,hvac_age,18.0,12.0,25.5,13.0,21.0,,,
gemini,05,70,HVAC,occupancy_context,,,,,,False,False,False
gemini,05,71,Appliance,kwh_per_cycle,0.45,1.5,0.55,0.55,0.435,,,
gemini,05,71,Appliance,appliance,,,,,,True,True,True
gemini,05,71,Appliance,baseline_time,,,,,,True,True,False
gemini,05,72,Appliance,kwh_per_cycle,3.2,3.3,2.1,2.1,3.3,,,
gemini,05,72,Appliance,appliance,,,,,,True,True,True
gemini,05,72,Appliance,baseline_time,,,,,,True,True,True
gemini,05,73,Appliance,kwh_per_cycle,1.35,1.2,1.0,1.0,1.1,,,
gemini,05,73,Appliance,appliance,,,,,,True,True,True
gemini,05,73,Appliance,baseline_time,,,,,,True,True,False
gemini,05,74,Appliance,kwh_per_cycle,0.28,1.5,0.55,0.55,0.2,,,
gemini,05,74,Appliance,appliance,,,,,,False,True,True
gemini,05,74,Appliance,baseline_time,,,,,,True,True,False
gemini,05,75,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,2.8,,,
gemini,05,75,Appliance,appliance,,,,,,True,True,True
gemini,05,75,Appliance,baseline_time,,,,,,True,True,False
gemini,05,76,Appliance,kwh_per_cycle,0.65,1.5,0.55,0.55,0.35,,,
gemini,05,76,Appliance,appliance,,,,,,True,True,True
gemini,05,76,Appliance,baseline_time,,,,,,True,True,False
gemini,05,77,Appliance,kwh_per_cycle,2.8,3.3,2.1,2.1,2.6,,,
gemini,05,77,Appliance,appliance,,,,,,True,True,True
gemini,05,77,Appliance,baseline_time,,,,,,True,True,False
gemini,05,78,Appliance,kwh_per_cycle,1.4,1.5,1.0,1.0,1.15,,,
gemini,05,78,Appliance,appliance,,,,,,True,True,True
gemini,05,78,Appliance,baseline_time,,,,,,True,True,False
gemini,05,79,Appliance,kwh_per_cycle,3.0,3.3,2.1,2.1,3.3,,,
gemini,05,79,Appliance,appliance,,,,,,True,True,True
gemini,05,79,Appliance,baseline_time,,,,,,True,True,False
gemini,05,80,Appliance,kwh_per_cycle,0.95,1.2,1.0,1.0,0.91,,,
gemini,05,80,Appliance,appliance,,,,,,True,True,True
gemini,05,80,Appliance,baseline_time,,,,,,True,True,True
gemini,05,81,Appliance,kwh_per_cycle,0.95,1.2,1.0,1.0,1.1,,,
gemini,05,81,Appliance,appliance,,,,,,True,True,True
gemini,05,81,Appliance,baseline_time,,,,,,True,True,False
gemini,05,82,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.365,,,
gemini,05,82,Appliance,appliance,,,,,,True,True,True
gemini,05,82,Appliance,baseline_time,,,,,,True,True,False
gemini,05,83,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,2.5,,,
gemini,05,83,Appliance,appliance,,,,,,True,True,True
gemini,05,83,Appliance,baseline_time,,,,,,True,True,False
gemini,05,84,Appliance,kwh_per_cycle,3.2,3.3,2.1,2.1,3.3,,,
gemini,05,84,Appliance,appliance,,,,,,True,True,True
gemini,05,84,Appliance,baseline_time,,,,,,True,True,False
gemini,05,85,Appliance,kwh_per_cycle,0.95,1.5,1.0,1.0,1.15,,,
gemini,05,85,Appliance,appliance,,,,,,True,True,True
gemini,05,85,Appliance,baseline_time,,,,,,True,True,False
gemini,05,86,Appliance,kwh_per_cycle,0.22,1.5,0.55,0.55,0.365,,,
gemini,05,86,Appliance,appliance,,,,,,True,True,True
gemini,05,86,Appliance,baseline_time,,,,,,True,False,False
gemini,05,87,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.35,,,
gemini,05,87,Appliance,appliance,,,,,,True,True,True
gemini,05,87,Appliance,baseline_time,,,,,,True,True,False
gemini,05,88,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,3.3,,,
gemini,05,88,Appliance,appliance,,,,,,True,True,True
gemini,05,88,Appliance,baseline_time,,,,,,True,True,False
gemini,05,89,Appliance,kwh_per_cycle,0.28,1.5,0.55,0.55,0.435,,,
gemini,05,89,Appliance,appliance,,,,,,True,True,True
gemini,05,89,Appliance,baseline_time,,,,,,True,True,False
gemini,05,90,Appliance,kwh_per_cycle,0.95,1.8,1.0,1.0,1.15,,,
gemini,05,90,Appliance,appliance,,,,,,True,True,True
gemini,05,90,Appliance,baseline_time,,,,,,True,True,False
gemini,05,91,Appliance,kwh_per_cycle,0.38,0.35,0.55,0.55,0.2,,,
gemini,05,91,Appliance,appliance,,,,,,True,True,True
gemini,05,91,Appliance,baseline_time,,,,,,True,True,True
gemini,05,92,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,2.5,,,
gemini,05,92,Appliance,appliance,,,,,,True,True,True
gemini,05,92,Appliance,baseline_time,,,,,,True,True,False
gemini,05,93,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,2.8,,,
gemini,05,93,Appliance,appliance,,,,,,True,True,True
gemini,05,93,Appliance,baseline_time,,,,,,True,True,False
gemini,05,94,Appliance,kwh_per_cycle,0.95,1.2,1.0,1.0,1.1,,,
gemini,05,94,Appliance,appliance,,,,,,True,True,True
gemini,05,94,Appliance,baseline_time,,,,,,True,True,False
gemini,05,95,Appliance,kwh_per_cycle,1.2,3.3,2.1,2.1,3.3,,,
gemini,05,95,Appliance,appliance,,,,,,True,True,True
gemini,05,95,Appliance,baseline_time,,,,,,True,True,False
gemini,05,96,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.435,,,
gemini,05,96,Appliance,appliance,,,,,,True,True,True
gemini,05,96,Appliance,baseline_time,,,,,,True,True,False
gemini,05,97,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,3.3,,,
gemini,05,97,Appliance,appliance,,,,,,True,True,True
gemini,05,97,Appliance,baseline_time,,,,,,True,True,False
gemini,05,98,Appliance,kwh_per_cycle,3.5,2.5,2.1,2.1,2.8,,,
gemini,05,98,Appliance,appliance,,,,,,True,True,True
gemini,05,98,Appliance,baseline_time,,,,,,True,True,False
gemini,05,99,Appliance,kwh_per_cycle,0.95,1.8,1.0,1.0,1.7,,,
gemini,05,99,Appliance,appliance,,,,,,True,True,True
gemini,05,99,Appliance,baseline_time,,,,,,True,True,False
gemini,05,100,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.35,,,
gemini,05,100,Appliance,appliance,,,,,,True,True,True
gemini,05,100,Appliance,baseline_time,,,,,,True,True,False
gemini,05,101,Appliance,kwh_per_cycle,3.5,2.5,2.1,2.1,2.8,,,
gemini,05,101,Appliance,appliance,,,,,,True,True,True
gemini,05,101,Appliance,baseline_time,,,,,,True,True,False
gemini,05,102,Appliance,kwh_per_cycle,2.5,3.0,2.1,2.1,2.5,,,
gemini,05,102,Appliance,appliance,,,,,,True,True,True
gemini,05,102,Appliance,baseline_time,,,,,,True,True,False
gemini,05,103,Appliance,kwh_per_cycle,1.15,1.2,1.0,1.0,1.1,,,
gemini,05,103,Appliance,appliance,,,,,,True,True,True
gemini,05,103,Appliance,baseline_time,,,,,,True,True,True
gemini,05,104,Appliance,kwh_per_cycle,0.95,1.2,1.0,1.0,1.1,,,
gemini,05,104,Appliance,appliance,,,,,,True,True,True
gemini,05,104,Appliance,baseline_time,,,,,,True,True,False
gemini,05,105,Appliance,kwh_per_cycle,1.55,1.5,1.0,1.0,1.7,,,
gemini,05,105,Appliance,appliance,,,,,,True,True,True
gemini,05,105,Appliance,baseline_time,,,,,,True,True,False
gemini,05,106,Appliance,kwh_per_cycle,0.22,0.35,0.55,0.55,0.2,,,
gemini,05,106,Appliance,appliance,,,,,,False,True,True
gemini,05,106,Appliance,baseline_time,,,,,,True,True,False
gemini,05,107,Appliance,kwh_per_cycle,2.9,3.3,2.1,2.1,2.6,,,
gemini,05,107,Appliance,appliance,,,,,,True,True,True
gemini,05,107,Appliance,baseline_time,,,,,,True,True,False
gemini,05,108,Appliance,kwh_per_cycle,0.45,1.5,0.55,0.55,0.35,,,
gemini,05,108,Appliance,appliance,,,,,,True,True,True
gemini,05,108,Appliance,baseline_time,,,,,,True,True,False
gemini,05,109,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.365,,,
gemini,05,109,Appliance,appliance,,,,,,True,True,True
gemini,05,109,Appliance,baseline_time,,,,,,True,True,False
gemini,05,110,Appliance,kwh_per_cycle,3.5,3.3,2.1,2.1,3.3,,,
gemini,05,110,Appliance,appliance,,,,,,True,True,True
gemini,05,110,Appliance,baseline_time,,,,,,True,True,False
gemini,05,111,Appliance,kwh_per_cycle,1.25,1.2,1.0,1.0,1.1,,,
gemini,05,111,Appliance,appliance,,,,,,True,True,True
gemini,05,111,Appliance,baseline_time,,,,,,True,True,False
gemini,05,112,Appliance,kwh_per_cycle,2.5,3.3,2.1,2.1,2.5,,,
gemini,05,112,Appliance,appliance,,,,,,True,True,True
gemini,05,112,Appliance,baseline_time,,,,,,True,True,False
gemini,05,113,Appliance,kwh_per_cycle,1.25,1.2,1.0,1.0,1.1,,,
gemini,05,113,Appliance,appliance,,,,,,True,True,True
