scenario_id,description,location,utility_budget,appliance,appliance_age_type,housing_type,occupants,kwh_per_cycle,alternative,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_cost,raw_emissions
91,It's just past 7 PM and I need to run the dryer. When should I start it?,"Stroudsburg, PA",195.0,dryer,11,Rowhouse,4,3.1,7:00 PM,7.34,1.23,10.0,10.0,6.1325,1,0.31,3.227
91,It's just past 7 PM and I need to run the dryer. When should I start it?,"Stroudsburg, PA",195.0,dryer,11,Rowhouse,4,3.1,11:00 PM,7.34,1.82,5.69,5.67,4.827500000000001,2,0.31,3.026
91,It's just past 7 PM and I need to run the dryer. When should I start it?,"Stroudsburg, PA",195.0,dryer,11,Rowhouse,4,3.1,8:00 AM,7.34,1.23,4.71,2.95,4.017,3,0.31,3.227
92,It's around 8 in the morning and I need to run the dishwasher. When should I start it?,"Levittown, PA",135.0,dishwasher,3,Apartment,1,0.85,8:00 AM,10.0,8.12,10.0,10.0,9.341999999999999,1,0.0,0.885
92,It's around 8 in the morning and I need to run the dishwasher. When should I start it?,"Levittown, PA",135.0,dishwasher,3,Apartment,1,0.85,2:00 PM,10.0,8.12,7.43,6.21,8.2595,2,0.0,0.885
92,It's around 8 in the morning and I need to run the dishwasher. When should I start it?,"Levittown, PA",135.0,dishwasher,3,Apartment,1,0.85,11:00 PM,10.0,8.28,6.29,3.63,7.7005,3,0.0,0.83
93,It's about 3 in the afternoon and I need to run the washing machine. When should I start it?,"Pottstown, PA",145.0,washing_machine,5,Single-family,2,0.3,3:00 PM,9.28,9.8,10.0,10.0,9.714,1,0.096,0.312
93,It's about 3 in the afternoon and I need to run the washing machine. When should I start it?,"Pottstown, PA",145.0,washing_machine,5,Single-family,2,0.3,9:00 PM,9.95,9.8,7.43,6.21,8.8325,2,0.0228,0.312
93,It's about 3 in the afternoon and I need to run the washing machine. When should I start it?,"Pottstown, PA",145.0,washing_machine,5,Single-family,2,0.3,6:00 AM,9.95,9.86,4.71,4.78,8.095,3,0.0228,0.293
94,It's just past 7 PM and I need to run the dryer. When should I start it?,"Phoenixville, PA",155.0,dryer,6,Townhouse,1,2.8,7:00 PM,8.22,2.14,10.0,10.0,6.715,1,0.2128,2.915
94,It's just past 7 PM and I need to run the dryer. When should I start it?,"Phoenixville, PA",155.0,dryer,6,Townhouse,1,2.8,11:00 PM,8.22,2.68,6.2,6.21,5.5755,2,0.2128,2.733
94,It's just past 7 PM and I need to run the dryer. When should I start it?,"Phoenixville, PA",155.0,dryer,6,Townhouse,1,2.8,8:00 AM,8.22,2.14,5.53,3.93,4.910500000000001,3,0.2128,2.915
95,It's around 11 in the morning and I need to run the dishwasher. When should I start it?,"Quakertown, PA",140.0,dishwasher,4,Apartment,2,1.1,11:00 AM,10.0,7.35,10.0,10.0,9.0725,1,0.0,1.145
95,It's around 11 in the morning and I need to run the dishwasher. When should I start it?,"Quakertown, PA",140.0,dishwasher,4,Apartment,2,1.1,3:00 PM,10.0,7.35,8.23,7.15,8.291,2,0.0,1.145
95,It's around 11 in the morning and I need to run the dishwasher. When should I start it?,"Quakertown, PA",140.0,dishwasher,4,Apartment,2,1.1,10:00 PM,10.0,7.35,5.53,2.7,7.0835,3,0.0,1.145
96,It's around 2 in the afternoon � when should I run the dryer?,"McKeesport, PA",220.0,dryer,7,Townhouse,4,2.6,2:00 PM,6.91,2.76,10.0,10.0,6.539,1,0.3575,2.707
96,It's around 2 in the afternoon � when should I run the dryer?,"McKeesport, PA",220.0,dryer,7,Townhouse,4,2.6,9:00 AM,6.91,2.76,7.29,6.04,5.403,2,0.3575,2.707
96,It's around 2 in the afternoon � when should I run the dryer?,"McKeesport, PA",220.0,dryer,7,Townhouse,4,2.6,10:00 PM,6.91,2.76,3.36,3.11,4.1775,3,0.3575,2.707
97,It's just got home � it's around 6 PM � and I need to run the dishwasher. When should I start it?,"Harrisburg, PA",200.0,dishwasher,10,Single-family,6,1.7,6:00 PM,8.61,5.51,10.0,10.0,8.0115,1,0.17,1.77
97,It's just got home � it's around 6 PM � and I need to run the dishwasher. When should I start it?,"Harrisburg, PA",200.0,dishwasher,10,Single-family,6,1.7,9:00 AM,8.61,5.51,5.21,4.64,6.249499999999999,3,0.17,1.77
97,It's just got home � it's around 6 PM � and I need to run the dishwasher. When should I start it?,"Harrisburg, PA",200.0,dishwasher,10,Single-family,6,1.7,10:00 PM,8.61,5.51,7.83,5.71,6.933999999999999,2,0.17,1.77
